gs.tpl1.1,growthForm,vesselSize,vesselNumber
Anabasis setifera,NA,0.000962113,80
Casearia obliqua,NA,0.001963495,80
Colutea cilicica,NA,0.002827433,80
Cornus officinalis,S,0.001256637,80
Dracaena concinna,NA,0.001661903,80
Cassine orientalis,NA,0.001661903,80
Erythroxylum laurifolium,NA,0.001734945,80
Genista fasselata,NA,0.001963495,80
Hunnemannia fumariifolia,NA,0.002290221,80
Ilex paraguariensis,NA,0.002375829,80
Illicium cubense,NA,0.002290221,80
Magnolia amoena,NA,0.001963495,80
Magnolia sieboldii,NA,0.001963495,80
Nitraria retusa,NA,0.002375829,80
Quercus coccifera,S,0.000397608,80
Reynosia domingensis,NA,0.002827433,80
Rhizophora mangle,S_T,0.00303329,80
Salix alba,T,0.004185387,80
Sloanea lasiocoma,NA,0.001963495,80
Withania somnifera,NA,0.004417865,80
Zygophyllum coccineum,S,0.000706858,80
Stewartia sinensis,S_T,0.002288846,80.77747211
Mansoa verrucifera,C,0.003631681,81
Merrilliopanax alpinus,NA,0.002642079,82
Erythroxylum macrocarpum,NA,0.002123717,82
Magnolia acuminata,T,0.00453646,82
Pelargonium grandiflorum,NA,0.001134115,82
Reynosia camagueyensis,NA,0.001734945,82
Schefflera trungii,NA,0.002123717,82
Styrax camporum,T,0.002903224,82
Roridula gorgonias,NA,0.001194591,82.9
Huodendron biaristatum,NA,0.002551759,83
Laurelia novae-zelandiae,NA,0.002827433,83
Nectaropetalum zuluense,NA,0.001661903,83
Peraxilla colensoi,NA,0.001134115,83
Setchellanthus caeruleus,NA,0.000962113,83
Sorbaria sorbifolia,S,0.001590431,83
Viburnum wrightii,NA,0.001452201,83
Eucalyptus grandis,S_T,0.004592808,83.5
Ilex ficoidea,NA,0.002290221,84
Magnolia kobus,NA,0.001521316,84
Magnolia soulangeana,NA,0.002463009,84
Magnolia macclurei,T,0.003318307,84
Rubus trianthus,NA,0.001661903,84
Symplocos glomerata,NA,0.001134115,84
Torricellia tiliifolia,NA,0.001194591,84
Spiraea prunifolia,NA,0.000598866,84.5
Adenocalymna alliaceum,NA,0.002375829,85
Prunus setulosa,S,0.001520531,85
Davidia involucrata,NA,0.002123717,85
Erythroxylum amplum,NA,0.001590431,85
Nothofagus dombeyi,S_T,0.001963495,85
Pyrostegia venusta,NA,0.003019071,85
Quercus ilex,S,0.000834486,85
Rubus corchorifolius,NA,0.00107521,85
Rytigynia umbellulata,NA,0.000962113,85
Prunus cerasoides,NA,0.002464579,85.3
Diegodendron humbertii,NA,0.000962113,86
Erythroxylum confusum,T,0.001963495,86
Vangueria pallidiflora,NA,0.000754768,86
Olea yuennanensis,NA,0.001963495,86
Styphelia laeta,NA,0.001320254,86
Rubia fruticosa,NA,0.005674502,87
Viburnum dilatatum,S,0.002375829,87
Helwingia himalaica,NA,0.000994707,88
Hesperomeles heterophylla,NA,0.001256637,88
Marcgravia tobagensis,NA,0.002463009,88
Magnolia doltsopa,NA,0.001194591,88
Gaultheria anastomosans,NA,0.00066052,89
Ligustrum nepalense,NA,0.001256637,89
Symplocos pyrifolia,NA,0.002642079,89
Sarcocornia perennis,NA,0.000706858,90
Prunus serrula,NA,0.001848042,90
Erythroxylum kapplerianum,NA,0.001194591,90
Erythroxylum undulatum,NA,0.001320254,90
Eurya acuminata,NA,0.002350697,90
Haloxylon negevensis,NA,0.000706858,90
Ixerba brexioides,NA,0.001237858,90
Magnolia grandiflora,S_T,0.002290221,90
Fridericia podopogon,NA,0.00664761,90
Nyssa aquatica,T,0.001885741,90
Prunus brachypoda,NA,0.001130973,90
Prunus campanulata,NA,0.002290221,90
Rubus chingii,NA,0.002375829,90
Salsola imbricata,NA,0.000615752,90
Seidlitzia rosmarinus,NA,0.000615752,90
Spiraea cantoniensis,NA,0.000283529,90
Spiraea thunbergii,NA,0.000572555,90
Zygophyllum dumosum,NA,0.002206183,90
Cercocarpus montanus,S,0.001134115,91
Magnolia liliiflora,NA,0.002922467,91
Ochna mauritiana,NA,0.000754768,91
Pyrenaria jonquieriana,NA,0.002375829,91
Aristolochia griffithii,NA,0.002042821,92
Aucuba japonica,S,0.00066052,92
Hippocrepis emerus,NA,0.00090792,92
Erythroxylum raimondii,NA,0.001809557,92
Magnolia figo,NA,0.001134115,92
Pelargonium scabrum,NA,0.00090792,92
Prunus lyonii,NA,0.001590431,92
Prunus serotina,T,0.002290221,92
Stewartia villosa,NA,0.001963495,92
Cornus schindleri,NA,0.00090792,93
Polylepis besseri,NA,0.001590431,93
Prunus rufa,NA,0.002290221,93
Prunus ssiori,T,0.001809557,93
Schefflera tomentosa,NA,0.001734945,93
Schima noronhae,NA,0.002375829,93
Symplocos lucida,S,0.001662688,93
Thornea calcicola,NA,0.001963495,93
Viburnum furcatum,NA,0.002206183,93
Ilex kleinii,NA,0.000530929,94
Pelargonium graveolens,NA,0.001256637,94
Viburnum sieboldii,NA,0.002827433,94
Erythroxylum novogranatense,NA,0.001886526,94.5
Abutilon fruticosum,NA,0.001452201,95
Eurya obovata,NA,0.002827433,95
Garrya fadyenii,T,0.001017876,95
Garrya laurifolia,NA,0.001520531,95
Grewia villosa,S,0.002375829,95
Lycium shawii,NA,0.001809557,95
Peraxilla tetrasepala,NA,0.001194591,95
Corokia buddleioides,NA,0.000483051,96
Cytisus villosus,NA,0.001134115,96
Halesia carolina,T,0.002375829,96
Nyssa sylvatica,NA,0.001520531,96
Pieris formosa,NA,0.000673086,96
Quintinia serrata,NA,0.00082448,96
Rehderodendron kweichowense,NA,0.002642079,96
Cornus alternifolia,S_T,0.001734945,97
Ilex verticillata,S,0.001385442,97
Leucopogon malayanus,NA,0.001017876,97
Pelargonium zonale,NA,0.00107521,97
Rubus biflorus,NA,0.001809557,97
Ziziphus mistol,T,0.000380133,97
Cornus hemsleyi,NA,0.001017876,98
Erythroxylum densum,T,0.001320254,98
Polylepis incana,NA,0.002827433,98
Schefflera digitata,T,0.001520531,98
Schima bambusifolia,NA,0.002375829,98
Weinmannia sylvicola,NA,0.001590431,98
Cornus sessilis,NA,0.001590431,99
Erythroxylum fimbriatum,T,0.001194591,99
Erythroxylum glaucum,NA,0.001661903,99
Ilex fargesii,NA,0.001134115,99
Acer obtusifolium,NA,0.001452201,100
Arbutus andrachne,S,0.001809557,100
Cercis siliquastrum,S,0.003318307,100
Condalia lycioides,NA,0.008659015,100
Eugenia lucida,NA,0.000254469,100
Halesia macgregorii,NA,0.002206183,100
Haloxylon scoparium,NA,0.000490874,100
Hibiscus micranthus,S,0.001452201,100
Lyonothamnus floribundus,T,0.001194591,100
Maytenus rufa,NA,0.001256637,100
Photinia schneideriana,NA,0.001590431,100
Phyllostylon brasiliense,T,0.001590431,100
Pistacia atlantica,NA,0.005410608,100
Retama raetam,NA,0.002642079,100
Rhus coriaria,NA,0.004185387,100
Stachyurus himalaicus,NA,0.002206183,100
Ziziphus melastomoides,NA,0.001256637,100
Vangueria infausta,NA,0.000936587,100.5
Agarista duckei,NA,0.001194591,101
Calliandra hirsuta,NA,0.00453646,101
Ilex decidua,S_T,0.001134115,101
Symplocos tenuifolia,NA,0.001963495,101
Cornus alba,S,0.001256637,102
Cornus drummondii,NA,0.001452201,102
Erythroxylum coca,NA,0.001452201,102
Rubus coreanus,NA,0.001885741,102
Rubus vestitus,S,0.001590431,102
Olea europaea,S_T,0.001739657,102.5
Docynia indica,NA,0.001194591,103
Prunus sargentii,T,0.001963495,103
Fadogiella stigmatoloba,NA,0.00198313,103.5
Elaeocarpus japonicus,T,0.002290221,104
Ilex brasiliensis,NA,0.001661903,104
Photinia benthamiana,NA,0.001734945,104
Viburnum erosum,NA,0.001590431,104
Agarista eucalyptoides,NA,0.001194591,105
Caldcluvia rosifolia,NA,0.001385442,105
Calliandra hainanensis,NA,0.002596723,105
Casearia gossypiosperma,T,0.001385442,105
Ilex brevicuspis,NA,0.001385442,105
Malus trilobata,NA,0.001109375,105
Olea dioica,NA,0.001256637,105
Populus euphratica,T,0.002375829,105
Pterostyrax hispidus,T,0.002463009,105
Salix acmophylla,NA,0.002827433,105
Stewartia cordifolia,NA,0.001963495,105
Viburnum odoratissimum,NA,0.002375829,105
Weigela decora,NA,0.001963495,105
Craibiodendron stellatum,NA,0.001885741,106
Ilex perado,NA,0.00149854,106
Nothofagus fusca,T,0.002642079,106
Pennantia corymbosa,T,0.001194591,106
Weinmannia trichosperma,T,0.001809557,106
Chloranthus elatior,NA,0.000804248,107
Eucryphia jinksii,NA,0.001194591,107
Ilex longipes,NA,0.001134115,107
Pelargonium greytonense,NA,0.000855299,107
Prunus lusitanica,T,0.001134115,107
Quintinia acutifolia,T,0.001116279,107
Gonioma kamassi,NA,0.005674502,107.5
Erythroxylum rufum,NA,0.001885741,108
Eurya tsaii,NA,0.001590431,108
Schefflera emiliana,NA,0.001256637,108
Styrax platanifolius,NA,0.001452201,108
Symplocos celastrinea,NA,0.001256637,108
Thottea grandiflora,NA,0.002123717,108
Ilex subrugosa,NA,0.001963495,109
Bassia arabica,NA,0.000490874,110
Erythroxylum longifolium,NA,0.001452201,110
Fagus sylvatica,S_T,0.002318495,110
Halesia diptera,NA,0.001963495,110
Halothamnus lancifolius,NA,0.000706858,110
Meyna pubescens,NA,0.000346361,110
Myrtus communis,S,0.000615752,110
Prunus korshinskyi,NA,0.002375829,110
Streblus taxoides,S,0.001256637,110
Styrax platanifolius,NA,0.001452201,110
Vangueria cinerascens,NA,0.001046543,110
Eucryphia moorei,NA,0.001256637,111
Nyssa sylvatica,S_T,0.002042821,111
Schima superba,T,0.002375829,111
Erythroxylum delagoense,NA,0.001520531,112
Eurya alata,NA,0.001590431,112
Prunus virginiana,S,0.001885741,112
Erythroxylum haughtii,NA,0.001590431,113
Gordonia hainanensis,NA,0.001809557,113
Prunus pseudocerasus,NA,0.001590431,113
Styrax grandifolius,NA,0.00453646,113
Prunus phaeosticta,S,0.001661903,114
Ilex serrata,NA,0.001134115,115
Osmanthus marginatus,T,0.00107521,115
Prunus clarofolia,NA,0.001885741,115
Prunus yedoensis,NA,0.000962113,115
Cornus darvasica,NA,0.000804248,116
Eleutherococcus cissifolius,NA,0.001963495,116
Nothofagus fusca,T,0.002206183,116
Nothofagus menziesii,T,0.002463009,116
Quercus faginea,S,0.004071504,116
Trilepidea adamsii,NA,0.000804248,116
Camellia mairei,NA,0.001256637,117
Camellia taliensis,NA,0.000962113,117
Diplopanax stachyanthus,NA,0.001885741,117
Lophomyrtus bullata,NA,0.001134115,117
Stephanandra chinensis,NA,0.001017876,117
Eucryphia cordifolia,T,0.001256637,118
Rosa laevigata,NA,0.000855299,118
Symplocos ramosissima,NA,0.002642079,118
Alstonia costata,NA,0.001734945,119
Erythroxylum amplifolium,NA,0.001256637,119
Erythroxylum brevipes,NA,0.001017876,119
Erythroxylum steyermarkii,NA,0.001520531,119
Pygmaeothamnus zeyheri,NA,0.001125476,119
Schefflera hypoleucoides,NA,0.002206183,119
Staphylea pinnata,S,0.001418625,119
Weigela coraeensis,NA,0.003117245,119
Artemisia monosperma,NA,0.001590431,120
Calycophyllum multiflorum,NA,0.001963495,120
Condalia hookeri,NA,0.002206183,120
Lepidocordia williamsii,NA,0.002375829,120
Photinia beauverdiana,NA,0.001520531,120
Prunus laurocerasus,S,0.001320254,120
Prunus maackii,NA,0.001359132,120
Prunus pissardii,NA,0.001017876,120
Suaeda palaestina,NA,0.000490874,120
Cornus amomum,NA,0.001256637,121
Erythroxylum microphyllum,S,0.001452201,121
Eugenia tinifolia,NA,0.000254469,121
Lophomyrtus obcordata,S,0.00066052,121
Prunus grayana,NA,0.002508954,122
Pelargonium glutinosum,NA,0.000754768,122
Canthium ciliatum,NA,0.00066052,123
Drypetes diversifolia,NA,0.001452201,123
Eurya cerasifolia,NA,0.001590431,123
Rosa multiflora,S,0.000855299,123
Ilex dipyrena,NA,0.001249176,123.5
Camellia chekiangoleosa,NA,0.001256637,124
Cornus amomum,S,0.001452201,124
Eucryphia lucida,NA,0.001320254,124
Schefflera laxiuscula,NA,0.000754768,124
Condalia ericoides,NA,0.001963495,125
Corylus avellana,S,0.001590431,125
Dracophyllum verticillatum,S_T,0.000804248,125
Sorbus torminalis,T,0.001095238,125
Tupeia antarctica,NA,0.00066052,125
Eurya hebeclados,NA,0.001452201,126
Sorbus cuspidata,NA,0.001590431,126
Symplocos sumuntia,T,0.002287472,126
Aesculus indica,NA,0.001256637,127
Osmanthus fragrans,S_T,0.000572555,127
Schima argentea,T,0.001661903,127
Sorbus vilmorinii,NA,0.000804248,127
Myrothamnus flabellifolia,NA,0.000153938,128
Rubus swinhoei,S,0.001017876,128
Sorbus rhamnoides,NA,0.001256637,128
Adinandra hainanensis,T,0.002206183,129
Erythroxylum ellipticum,T,0.001809557,129
Erythroxylum vernicosum,NA,0.001320254,129
Roridula dentata,NA,0.001320254,129
Prunus salicina,NA,0.001164353,129.5
Leiospermum racemosum,T,0.001134115,129.5
Anagyris foetida,S,0.002375829,130
Cornus racemosa,S,0.001017876,130
Erythroxylum campinense,NA,0.001256637,130
Ilex glabra,S,0.000774795,130
Malus halliana,NA,0.000754768,130
Oemleria cerasiformis,S,0.001017876,130
Osmanthus matsumuranus,NA,0.002375829,130
Spiraea alpina,S,0.000415476,130
Pyrenaria diospyricarpa,NA,0.001256637,130
Alepis flavida,NA,0.000615752,131
Symplocos revoluta,NA,0.003117245,131
Lepidocordia punctata,T,0.002827433,132
Schima crenata,NA,0.001963495,132
Eurya cavinervis,NA,0.000804248,133
Prunus buergeriana,NA,0.001555481,133
Cornus sericea,S,0.001134115,134
Helwingia japonica,NA,0.00066052,134
Ilex kwangtungensis,NA,0.001661903,134
Petrophytum caespitosum,NA,0.000314159,134
Viburnum phlebotrichum,NA,0.000804248,134
Photinia villosa,NA,0.001354419,135
Sambucus racemosa,S_T,0.003318307,135
Spiraea japonica,NA,0.000346361,135
Prunus spinosa,S,0.001075995,135.5
Eurya ciliata,NA,0.002375829,136
Ilex opaca,T,0.001138827,136
Spiraea japonica,NA,0.00060083,136
Visnea mocanera,T,0.000962113,136
Camellia kissii,NA,0.000807389,137
Erythroxylum argentinum,NA,0.001452201,137
Erythroxylum mamacoca,NA,0.000962113,137
Myrcianthes pungens,NA,0.000452389,137
Lyonia ovalifolia,S,0.000879122,137.5
Camellia caudata,NA,0.001256637,138
Canthium inerme,NA,0.001320254,138
Ilex dumosa,T,0.001520531,138
Prunus spinulosa,S,0.001734945,138
Symplocos anomala,T,0.002042821,138
Ilex aquifolium,S_T,0.000697695,138.3
Eucryphia cordifolia,NA,0.001134115,139
Comoranthus minor,NA,0.000962113,140
Condalia parryi,NA,0.003318307,140
Crataegus wattiana,NA,0.000855299,140
Erythroxylum myrsinites,NA,0.00107521,140
Eucryphia milliganii,NA,0.00090792,140
Eucryphia wilkiei,NA,0.000754768,140
Gordonia lasianthus,NA,0.001885741,140
Ilex buergeri,S_T,0.001385442,140
Ilex coriacea,S_T,0.00090792,140
Lyonia heptamera,NA,0.001194591,140
Rosa roxburghii,NA,0.000615752,140
Rubus idaeus,S,0.000706858,140
Viburnum tinus,S,0.001590431,140
Erythroxylum cuneifolium,NA,0.001134115,141
Camellia cordifolia,NA,0.000962113,142
Eriobotrya fragrans,NA,0.000754768,142
Cytisus hirsutus,NA,0.000804248,144
Erythroxylum australe,NA,0.001452201,144
Euonymus echinatus,NA,0.001256637,144
Prunus davidiana,S,0.000706858,144
Erythroxylum orinocense,T,0.001256637,145
Erythroxylum panamense,T,0.001017876,145
Lyonia squamulosa,NA,0.000804248,145
Weigela maximowiczii,NA,0.001256637,145
Adinandra nitida,NA,0.001590431,146
Cornus rugosa,S,0.001017876,146
Illicium tashiroi,NA,0.002042821,146
Camellia lungyaiensis,NA,0.000962113,147
Garrya fremontii,NA,0.00066052,147
Kaliphora madagascariensis,NA,0.000706858,147
Psydrax horizontalis,NA,0.001256637,147
Schefflera hypoleuca,NA,0.001520531,147
Ternstroemia nitida,NA,0.001590431,147
Prinsepia utilis,NA,0.000706858,148
Chaenomeles sinensis,NA,0.000380133,149
Erythroxylum cumanense,T,0.001385442,149
Griselinia littoralis,T,0.000968569,149
Sambucus nigra,S_T,0.002248006,149
Aphelandra scabra,NA,0.000706858,150
Calicotome villosa,S,0.001590431,150
Camellia chrysantha,NA,0.001256637,150
Condalia microphylla,NA,0.003019071,150
Cydonia oblonga,S_T,0.001134115,150
Jasminum fruticans,S,0.000855299,150
Malus domestica,T,0.000962113,150
Prunus domestica,NA,0.001134115,150
Prunus mahaleb,T,0.001590431,150
Rhamnus alaternus,S,0.000706858,150
Rosa sertata,NA,0.000572555,150
Salvia fruticosa,S,0.001452201,150
Sorbus chamaemespilus,NA,0.000962113,150
Sorbus sargentiana,NA,0.001590431,150
Sorbus aria,S_T,0.000908706,150.5
Aristotelia fruticosa,S,0.000615752,151
Oxydendrum arboreum,S_T,0.001233075,151.3
Epacris tameiameiae,NA,0.00088318,151.5
Erythroxylum lanceum,NA,0.001017876,152
Sorbus hemsleyi,NA,0.001017876,152
Prunus ursina,NA,0.000962113,152.5
Malus domestica,NA,0.001256637,152.5
Sophora tetraptera,T,0.001385442,152.5
Illicium anisatum,T,0.001520531,153
Gordonia axillaris,NA,0.001452201,154
Prunus dielsiana,NA,0.001385442,155
Eurya nitida,NA,0.001452201,155
Prunus serrulata,T,0.00137641,155.5
Nothofagus solandri,T,0.001707848,156.5
Petiveria alliacea,NA,0.000254469,157
Heteromeles arbutifolia,S,0.000886027,157
Liquidambar styraciflua,S_T,0.002375829,157.5
Camellia acutissima,NA,0.000962113,158
Daphniphyllum himalayense,NA,0.001256637,158
Eurya japonica,S,0.000962113,158
Prunus mira,NA,0.001809557,159
Polylepis australis,T,0.000490874,159
Sorbus dunnii,NA,0.001590431,159
Arthrocnemum macrostachyum,NA,0.000706858,160
Camellia terminalis,NA,0.000706858,160
Condalia spathulata,NA,0.001590431,160
Cornus glabrata,S,0.00107521,160
Eriobotrya deflexa,NA,0.001134115,160
Ligustrum lucidum,S,0.002244668,160
Phillyrea latifolia,S,0.000435994,160
Platanus orientalis,T,0.002827433,160
Chaenomeles japonica,NA,0.000706858,160
Rosa henryi,NA,0.000804248,160
Ruta chalepensis,NA,0.001256637,160
Sorbus folgneri,T,0.001320254,160
Symplocos tinctoria,T,0.001590431,160
Zilla spinosa,S,0.001452201,160
Gaultheria reticulata,NA,0.000452389,161
Photinia prunifolia,T,0.000706858,161
Viburnum opulus,S,0.001963495,161
Armeniaca mandshurica,NA,0.001134115,162
Eurya macartneyi,NA,0.001590431,162
Malus rivularis,NA,0.001134115,162
Garrya ovata,S,0.000530929,163
Elaeocarpus hookerianus,T,0.002290221,164
Kageneckia lanceolata,NA,0.001256637,164
Camellia gigantocarpa,T,0.001590431,165
Cercidiphyllum japonicum,T,0.002827433,165
Lyonia ferruginea,S,0.001082279,165
Pyrenaria spectabilis,NA,0.001452201,165
Camellia rosthorniana,NA,0.000706858,166
Erythroxylum williamsii,NA,0.001452201,166
Physocarpus capitatus,S,0.001134115,166
Prunus domestica,NA,0.001134115,166
Sorbus coronata,NA,0.001256637,166
Camellia euphlebia,NA,0.001256637,167
Camellia oleifera,S,0.001017876,167
Gaultheria buxifolia,NA,0.000614378,167
Malus honanensis,NA,0.000962113,168
Schefflera chapana,NA,0.001520531,168
Camellia flavida,NA,0.000834486,168.5
Barleria her,NA,0.000706858,170
Camellia pitardii,NA,0.001256637,170
Cistus creticus,NA,0.001256637,170
Leucothoe grayana,NA,0.000415476,170
Prunus ramburii,NA,0.001134115,170
Rosa pulverulenta,NA,0.001134115,170
Prunus mume,NA,0.001091546,170.8
Erythroxylum shatona,NA,0.00090792,171
Malus pumila,T,0.000962113,171
Adinandra milletii,S,0.001385442,172
Garrya buxifolia,NA,0.000530929,172
Rosa cymosa,NA,0.001452201,172
Dendromecon rigida,NA,0.002284723,172.5
Camellia vietnamensis,NA,0.001452201,173
Lonicera gracilipes,NA,0.000706858,174
Photinia bodinieri,NA,0.000829773,174
Prunus persica,T,0.001017876,174
Pyrus serrulata,NA,0.001104663,174
Prunus sibirica,T,0.000804248,175
Camellia grijsii,NA,0.000962113,175
Sorbus domestica,S_T,0.001256637,175
Sorbus glomerulata,NA,0.001134115,175
Prunus padus,T,0.001320778,175.7
Pyrus pashia,NA,0.000943263,175.7
Camellia longzhouensis,NA,0.000706858,176
Dracophyllum traversii,NA,0.000283529,176
Magnolia tripetala,T,0.001734945,176
Pistacia lentiscus,S,0.003374071,176
Rosa macrophylla,NA,0.001335177,176
Cleyera incornuta,NA,0.001256637,177
Erythroxylum havanense,NA,0.000855299,177
Rhabdothamnus solandri,NA,0.000855299,177
Eurya impressinervis,NA,0.000962113,178
Garrya elliptica,NA,0.000615752,178
Ilex caroliniana,NA,0.001138827,178
Rhaphiolepis ferruginea,NA,0.000855299,178
Schefflera laxiuscula,NA,0.000855299,178
Eurya brevistyla,S,0.000962113,179
Condalia microphylla,NA,0.001661903,180
Exocarpos bidwillii,NA,0.000490874,180
Noaea mucronata,NA,0.000415476,180
Reaumuria hirtella,NA,0.001256637,180
Thymelaea hirsuta,S,0.000201062,180
Malus melliana,NA,0.000962113,181
Sorbus microphylla,NA,0.000804248,181
Vangueriopsis longiflora,NA,0.000804248,182
Fadogia schmitzii,NA,0.001138827,183
Sorbus americana,S,0.000804248,183
Pyrus communis,S_T,0.001810081,183.7
Crataegus wilsonii,NA,0.000754768,184
Photinia glabra,T,0.00066052,184
Ternstroemia macrophylla,NA,0.001256637,184
Corokia collenettei,NA,0.000855299,185
Eurya muricata,NA,0.000962113,185
Malus sylvestris,T,0.001194591,185
Camellia impressinervis,NA,0.000706858,186
Ilex dubia,NA,0.001661903,186
Ligustrum sinense,NA,0.001385442,186
Schefflera pacoensis,NA,0.00090792,186
Camellia reticulata,T,0.000706858,187
Camellia flavida,NA,0.000706858,187
Dichotomanthes tristaniicarpa,NA,0.001256637,187
Rhaphiolepis salicifolia,NA,0.00090792,187
Euonymus lucidus,NA,0.000530929,188
Vangueria solitariiflora,NA,0.001320254,188
Pyrus xerophila,NA,0.000962113,188
Aristolochia islandica,NA,0.001320254,189
Agarista uleana,NA,0.000452389,190
Camellia brevistyla,NA,0.001256637,190
Ligustrum sinense,NA,0.001385442,190
Prunus avium,T,0.001989937,190
Weigela middendorfiana,NA,0.000962113,190
Crataegus hupehensis,NA,0.000735525,190.5
Pyrus pyrifolia,S,0.001154797,191
Ternstroemia gymnanthera,T,0.001630879,191
Amelanchier alnifolia,T,0.001385442,192
Camellia subacutissima,NA,0.000962113,192
Crataegus douglasii,T,0.001256637,192
Crataegus polyacantha,NA,0.001194591,192
Osteomeles anthyllidifolia,NA,0.000804248,192
Sorbus aria,NA,0.000962113,192
Tremandra stelligera,NA,0.000706858,192
Chloranthus serratus,NA,0.001520531,193
Illicium majus,NA,0.002733971,193
Pyrus lindleyi,NA,0.001385442,193
Crataegus cuneata,S,0.000804248,197
Eriobotrya japonica,S_T,0.000572555,197
Eurya acuminatissima,NA,0.001256637,198
Leucothoe axillaris,NA,0.000314159,198
Schefflera delavayi,NA,0.00090792,198
Spiraea chamaedryfolia,NA,0.000380133,198
Symplocos lanceolata,NA,0.001017876,199
Buxus macowanii,T,0.000706858,200
Fagonia mollis,NA,0.000855299,200
Gymnocarpos decandrus,NA,0.000615752,200
Prunus domestica,NA,0.003848451,200
Prunus prostrata,NA,0.000615752,200
Rhaphiolepis lanceolata,NA,0.000706858,200
Rhigozum madagascariense,S,0.001256637,200
Rosa canina,S,0.000962113,200
Vauquelinia californica,T,0.000804248,200
Aristolochia macrophylla,NA,0.003525652,201
Camellia furfuracea,NA,0.000962113,201.5
Photinia bodinieri,NA,0.000572555,203
Camellia sinensis,NA,0.001134115,203.5
Camellia polyodonta,NA,0.000962113,204
Afrocanthium lactescens,NA,0.000530929,204
Adenostoma fasciculatum,S,0.000855299,206
Bullockia setiflora,NA,0.000572555,206
Zenobia pulverulenta,S,0.000490874,206
Cleyera pachyphylla,NA,0.001134115,207
Sorbus wilsoniana,NA,0.000855299,207
Dracophyllum subulatum,NA,0.00022698,208
Neomyrtus pedunculata,S,0.000530929,208
Sorbus caloneura,S_T,0.000855299,208
Malus hupehensis,NA,0.001180061,209
Rhaphiolepis indica,S,0.000706858,209
Vangueria pygmaea,NA,0.001134115,210
Prunus tomentosa,NA,0.000805033,210
Camellia sinensis,NA,0.000962113,211
Abelia integrifolia,NA,0.001134115,212
Crataegus pinnatifida,S,0.000892998,213
Camellia cuspidata,S,0.000962113,214
Crataegus monogyna,S,0.000635387,214.5
Prunus ussuriensis,NA,0.000962898,215
Rhamnus cathartica,S_T,0.003009908,215
Garrya glaberrima,NA,0.000380133,216
Crataegus azarolus,NA,0.000994707,217.5
Crataegus sinaica,NA,0.000881609,217.5
Sorbus prattii,NA,0.000927555,217.5
Camellia semiserrata,NA,0.000962113,218
Sorbus reducta,NA,0.000706858,218
Afrocanthium parasiebenlistii,NA,0.000804248,219
Sorbus wallichii,NA,0.000855299,219
Camellia semiserrata,NA,0.000962113,220
Cotoneaster multiflorus,NA,0.000490874,220
Rhamnus palaestina,NA,0.000962113,220
Syringa reticulata,T,0.00107521,220
Corokia macrocarpa,NA,0.000300116,220.5
Franklinia alatamaha,NA,0.001134115,221
Sorbus aucuparia,T,0.000856084,221.5
Crataegus shensiensis,NA,0.00066052,222
Griselinia ruscifolia,NA,0.000754768,223
Camellia pubipetala,NA,0.000962113,224
Pyracantha fortuneana,S,0.000804248,224
Sophora prostrata,NA,0.000490874,224
Gaultheria erecta,NA,0.000467574,224.3
Hedera helix,C,0.000962113,225
Rhabdodendron macrophyllum,NA,0.000804248,225
Sorbus discolor,NA,0.000707644,225
Agarista bracamorensis,NA,0.000415476,226
Corokia whiteana,S,0.000254469,228
Lonicera praeflorens,S,0.000706858,228
Romneya coulteri,NA,0.00107521,228
Agarista organensis,NA,0.000415476,229
Agarista populifolia,NA,0.000346361,229
Prunus maximowiczii,NA,0.001103092,229.5
Lonicera maackii,S,0.000962113,230
Pyrus syriaca,NA,0.000735525,230
Sophora microphylla,T,0.001385442,230
Malus baccata,T,0.001278432,230.3
Garrya flavescens,NA,0.000490874,231
Viburnum carlesii,NA,0.001256637,231
Corokia buddleioides,NA,0.000415476,233
Gaultheria rigida,NA,0.000598866,233
Pyrus calleryana,T,0.000804248,234
Cleyera obovata,NA,0.000962113,235
Ligustrum japonicum,S,0.000962113,235
Pyrus amygdaliformis,T,0.000962113,235
Fontanesia phillyreoides,NA,0.001734945,238
Adenostoma sparsifolium,S,0.001452201,239
Ligustrum confusum,NA,0.000962113,239
Sorbus alnifolia,T,0.001046936,239.3
Leucothoe fontanesiana,NA,0.000254469,240
Pyrenaria microcarpa,NA,0.001256637,240
Rhamnus disperma,NA,0.000490874,240
Rosa arabica,NA,0.001134115,240
Adinandra bockiana,NA,0.001109375,240.5
Camellia irrawadiensis,NA,0.000706858,242
Epacris impressa,NA,0.000530929,242
Adinandra glischroloma,NA,0.000962113,243
Gaultheria tomentosa,NA,0.000254469,243
Illicium floridanum,S,0.001194591,248
Sorbus koehneana,NA,0.000706858,248
Schefflera rhododendrifolia,NA,0.00090792,249
Buxus sempervirens,S,0.000706858,250
Cassipourea guianensis,T,0.000683493,250
Crataegus azarolus,NA,0.001207157,250
Crataegus calycina,NA,0.001256637,250
Lonicera tschonoskii,NA,0.001256637,250
Oplonia vincoides,NA,0.000598866,250
Pyracantha crenulata,NA,0.00066052,250
Camellia saluenensis,NA,0.000962113,252
Malus toringoides,NA,0.000962113,256
Sorbus aucuparia,T,0.00178521,256
Tetratheca harperi,NA,0.000530929,257
Cleyera japonica,T,0.000962113,258
Camellia polyodonta,NA,0.000706858,259
Salix triandra,S_T,0.001017876,261
